home,ratings,bedrooms,beds,baths,house_type,city,price
Rental unit in Austin ,New,2 bedrooms,3.0,1.0,Rental unit,Austin ,56
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,56
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,46
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,48
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,51
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,46
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,53
Home in Austin ,New,3 bedrooms,4.0,2.5,Home,Austin ,489
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,48
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,46
Rental unit in Austin ,New,8 bedrooms,8.0,4.0,Rental unit,Austin ,246
Home in Austin ,New,3 bedrooms,3.0,2.5,Home,Austin ,173
Rental unit in Austin ,New,,1.0,1.0,Rental unit,Austin ,43
Rental unit in Austin ,New,3 bedrooms,4.0,2.0,Rental unit,Austin ,185
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,40
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,145
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,90
Rental unit in Austin ,New,,1.0,1.0,Rental unit,Austin ,82
Rental unit in Austin ,New,2 bedrooms,4.0,1.0,Rental unit,Austin ,49
Camper/RV in Austin ,New,2 bedrooms,3.0,1.5,Camper/RV,Austin ,350
Rental unit in Austin ,New,2 bedrooms,4.0,1.0,Rental unit,Austin ,38
Rental unit in Austin ,New,4 bedrooms,5.0,2.0,Rental unit,Austin ,199
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,56
Home in Austin ,New,3 bedrooms,,2.5,Home,Austin ,154
Rental unit in Austin ,New,,1.0,1.0,Rental unit,Austin ,114
Home in Austin ,New,2 bedrooms,3.0,1.5,Home,Austin ,55
Home in Austin ,New,2 bedrooms,3.0,2.0,Home,Austin ,125
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,49
Camper/RV in Austin ,New,,3.0,1.0,Camper/RV,Austin ,102
Rental unit in Austin ,New,3 bedrooms,3.0,2.0,Rental unit,Austin ,202
Home in Austin ,New,4 bedrooms,4.0,3.0,Home,Austin ,210
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,86
Home in Austin ,New,4 bedrooms,4.0,3.0,Home,Austin ,204
Home in Austin ,New,6 bedrooms,7.0,4.0,Home,Austin ,894
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,91
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,91
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,206
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,127
Home in Austin ,New,1 bedroom,1.0,1.5,Home,Austin ,50
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,877
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,130
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,135
Condo in Austin ,New,2 bedrooms,2.0,1.5,Condo,Austin ,99
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,175
Condo in Austin ,New,1 bedroom,2.0,0.5,Condo,Austin ,69
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,150
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,170
Rental unit in Austin ,New,3 bedrooms,2.0,2.0,Rental unit,Austin ,140
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,59
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,56
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,93
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,84
Cabin in Austin ,New,1 bedroom,,1.0,Cabin,Austin ,143
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,405
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,74
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,244
Home in Austin ,New,2 bedrooms,1.0,1.0,Home,Austin ,105
Condo in Austin ,New,1 bedroom,4.0,1.0,Condo,Austin ,88
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,131
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,100
Home in Austin ,New,4 bedrooms,5.0,2.0,Home,Austin ,383
Home in Austin ,New,1 bedroom,2.0,1.0,Home,Austin ,128
Home in Austin ,New,1 bedroom,2.0,1.0,Home,Austin ,133
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,98
Rental unit in Austin ,New,,1.0,1.0,Rental unit,Austin ,101
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,89
Camper/RV in Austin ,New,1 bedroom,3.0,1.0,Camper/RV,Austin ,80
Rental unit in Austin ,New,2 bedrooms,4.0,1.5,Rental unit,Austin ,77
Home in Austin ,New,3 bedrooms,3.0,0.0,Home,Austin ,298
Home in Austin ,New,1 bedroom,2.0,1.0,Home,Austin ,85
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,277
Home in Austin ,New,4 bedrooms,3.0,3.5,Home,Austin ,586
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,371
Home in Austin ,New,4 bedrooms,7.0,3.5,Home,Austin ,274
Home in Austin ,New,2 bedrooms,3.0,1.0,Home,Austin ,108
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,88
Home in Austin ,New,1 bedroom,2.0,0.5,Home,Austin ,53
Tiny home in Hays County ,New,1 bedroom,1.0,1.0,Tiny home,Hays County ,128
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,160
Home in Austin ,New,4 bedrooms,5.0,0.5,Home,Austin ,34
Home in Austin ,New,3 bedrooms,4.0,2.5,Home,Austin ,373
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,73
Home in Austin ,New,6 bedrooms,8.0,5.0,Home,Austin ,384
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,99
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,62
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,75
Home in Austin ,New,2 bedrooms,3.0,1.0,Home,Austin ,94
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,70
Home in Austin ,New,5 bedrooms,5.0,2.5,Home,Austin ,175
Home in Austin ,New,5 bedrooms,1.0,4.0,Home,Austin ,616
Rental unit in Austin ,New,,1.0,1.0,Rental unit,Austin ,100
Condo in Austin ,New,3 bedrooms,9.0,2.0,Condo,Austin ,300
Guesthouse in Austin ,New,,1.0,1.0,Guesthouse,Austin ,145
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,99
Home in Austin ,New,1 bedroom,2.0,1.0,Home,Austin ,64
Home in Austin ,New,4 bedrooms,5.0,2.0,Home,Austin ,178
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,59
Guesthouse in Austin ,New,3 bedrooms,3.0,2.0,Guesthouse,Austin ,76
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,82
Home in Austin ,New,3 bedrooms,3.0,1.0,Home,Austin ,100
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,128
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,37
Home in Austin ,New,3 bedrooms,3.0,3.0,Home,Austin ,272
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,152
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,483
Guest suite in Austin ,New,1 bedroom,1.0,1.0,Guest suite,Austin ,100
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,32
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,36
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,69
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,85
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,50
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,89
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,217
Home in Austin ,New,3 bedrooms,5.0,2.5,Home,Austin ,239
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,153
Rental unit in Austin ,New,4 bedrooms,1.0,3.5,Rental unit,Austin ,627
Home in Austin ,New,2 bedrooms,2.0,1.5,Home,Austin ,319
Home in Austin ,New,10 bedrooms,1.0,12.5,Home,Austin ,2912
Rental unit in Austin ,New,2 bedrooms,2.0,1.5,Rental unit,Austin ,28
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,117
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,73
Rental unit in Austin ,New,1 bedroom,2.0,0.5,Rental unit,Austin ,46
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,86
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,468
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,82
Home in Austin ,New,7 bedrooms,1.0,4.0,Home,Austin ,390
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,40
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,78
Home in Austin ,New,9 bedrooms,6.0,5.0,Home,Austin ,569
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,165
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,56
Home in Austin ,New,3 bedrooms,3.0,3.0,Home,Austin ,52
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,125
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,273
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,126
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,109
Home in Austin ,New,5 bedrooms,6.0,3.0,Home,Austin ,157
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,203
Tiny home in Austin ,New,1 bedroom,1.0,1.0,Tiny home,Austin ,99
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,139
Home in Austin ,New,4 bedrooms,4.0,2.0,Home,Austin ,429
Home in Austin ,New,6 bedrooms,8.0,5.5,Home,Austin ,1091
Guesthouse in Austin ,New,1 bedroom,2.0,1.0,Guesthouse,Austin ,136
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,73
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,73
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,73
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,91
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,35
Home in Austin ,New,2 bedrooms,3.0,2.5,Home,Austin ,186
Home in Austin ,New,5 bedrooms,7.0,3.0,Home,Austin ,597
Hotel in Austin ,New,1 bedroom,1.0,0.5,Hotel,Austin ,160
Hotel in Austin ,New,1 bedroom,1.0,1.0,Hotel,Austin ,320
Home in Austin ,New,4 bedrooms,1.0,3.5,Home,Austin ,284
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,46
Condo in Austin ,New,2 bedrooms,3.0,1.5,Condo,Austin ,131
Home in Austin ,New,,1.0,1.0,Home,Austin ,89
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,297
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,399
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,60
Home in Austin ,New,3 bedrooms,4.0,1.0,Home,Austin ,184
Condo in Austin ,New,2 bedrooms,3.0,2.0,Condo,Austin ,220
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,116
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,230
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,126
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,114
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,71
Tiny home in Austin ,New,1 bedroom,2.0,1.0,Tiny home,Austin ,191
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,106
Guesthouse in Austin ,New,3 bedrooms,4.0,2.5,Guesthouse,Austin ,138
Home in Austin ,New,3 bedrooms,7.0,2.5,Home,Austin ,199
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,107
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,87
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,87
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,87
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,87
Home in Austin ,New,4 bedrooms,1.0,0.0,Home,Austin ,447
Rental unit in Austin ,New,,1.0,0.5,Rental unit,Austin ,99
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,56
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,90
Home in Austin ,New,3 bedrooms,5.0,2.0,Home,Austin ,225
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,57
Home in Austin ,New,3 bedrooms,2.0,2.0,Home,Austin ,68
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,44
Home in Austin ,New,1 bedroom,1.0,2.0,Home,Austin ,64
Home in Austin ,New,4 bedrooms,4.0,2.0,Home,Austin ,225
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,56
Townhouse in Austin ,New,10 bedrooms,2.0,0.0,Townhouse,Austin ,652
Serviced apartment in Austin ,New,2 bedrooms,2.0,2.0,Serviced apartment,Austin ,149
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,58
Home in Austin ,New,3 bedrooms,4.0,3.0,Home,Austin ,216
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,96
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,255
Condo in Austin ,New,2 bedrooms,2.0,1.0,Condo,Austin ,143
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,101
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,180
Home in Austin ,New,4 bedrooms,5.0,4.5,Home,Austin ,960
Home in Austin ,New,14 bedrooms,2.0,8.0,Home,Austin ,760
Home in Austin ,New,4 bedrooms,4.0,2.0,Home,Austin ,329
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,110
Home in Austin ,New,2 bedrooms,3.0,2.5,Home,Austin ,200
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,111
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,54
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,75
Camper/RV in Buda ,New,1 bedroom,3.0,1.0,Camper/RV,Buda ,130
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,63
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,35
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,118
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,51
Home in Austin ,New,5 bedrooms,7.0,3.0,Home,Austin ,275
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,137
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,124
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,40
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,450
Home in Austin ,New,2 bedrooms,4.0,1.0,Home,Austin ,150
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,121
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,249
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,73
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,255
Home in Austin ,New,3 bedrooms,4.0,2.5,Home,Austin ,145
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,350
Home in Austin ,New,4 bedrooms,4.0,3.5,Home,Austin ,201
Condo in Austin ,New,1 bedroom,1.0,1.0,Condo,Austin ,1200
Home in Austin ,New,3 bedrooms,6.0,2.5,Home,Austin ,625
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,98
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,98
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,98
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,98
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,70
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,197
Home in Austin ,New,5 bedrooms,7.0,4.0,Home,Austin ,760
Home in Austin ,New,6 bedrooms,7.0,3.0,Home,Austin ,163
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,218
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,188
Home in Austin ,New,4 bedrooms,4.0,4.5,Home,Austin ,583
Home in Austin ,New,4 bedrooms,4.0,2.0,Home,Austin ,156
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,153
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,311
Home in Austin ,New,4 bedrooms,5.0,2.0,Home,Austin ,350
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,36
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,118
Condo in Austin ,New,,1.0,1.0,Condo,Austin ,113
Home in Austin ,New,3 bedrooms,2.0,2.5,Home,Austin ,950
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,160
Home in Austin ,New,5 bedrooms,8.0,3.0,Home,Austin ,386
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,260
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,146
Hotel in Austin ,New,4 bedrooms,4.0,4.0,Hotel,Austin ,399
Hotel in Austin ,New,2 bedrooms,2.0,2.0,Hotel,Austin ,399
Hotel in Austin ,New,3 bedrooms,3.0,3.0,Hotel,Austin ,399
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,116
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,136
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,175
Home in Austin ,New,5 bedrooms,6.0,3.0,Home,Austin ,387
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,160
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,414
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,96
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,1033
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,43
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,87
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,87
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,87
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,87
Bed and breakfast in Austin ,New,1 bedroom,1.0,1.0,Bed and breakfast,Austin ,80
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,40
Rental unit in Austin ,New,,2.0,1.0,Rental unit,Austin ,304
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,206
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,39
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,200
Home in Austin ,New,4 bedrooms,4.0,3.5,Home,Austin ,550
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,51
Home in Austin ,New,4 bedrooms,6.0,2.0,Home,Austin ,300
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,50
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,75
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,92
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,35
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,35
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,182
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,121
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,73
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,399
Home in Austin ,New,5 bedrooms,1.0,3.0,Home,Austin ,371
Guesthouse in Austin ,New,1 bedroom,1.0,1.0,Guesthouse,Austin ,72
Home in Austin ,New,2 bedrooms,2.0,1.5,Home,Austin ,156
Home in Austin ,New,3 bedrooms,3.0,2.5,Home,Austin ,250
Home in Austin ,New,4 bedrooms,4.0,3.0,Home,Austin ,140
Home in Austin ,New,3 bedrooms,3.0,1.0,Home,Austin ,131
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,49
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,114
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,182
Home in Austin ,New,8 bedrooms,1.0,3.0,Home,Austin ,527
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,160
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,140
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,276
Rental unit in Austin ,New,3 bedrooms,4.0,2.0,Rental unit,Austin ,75
Home in Austin ,New,4 bedrooms,5.0,3.0,Home,Austin ,475
Home in Austin ,New,4 bedrooms,9.0,2.0,Home,Austin ,419
Home in Austin ,New,5 bedrooms,8.0,3.0,Home,Austin ,290
Home in Austin ,New,4 bedrooms,4.0,2.5,Home,Austin ,343
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,214
Home in Austin ,New,3 bedrooms,5.0,2.0,Home,Austin ,287
Guesthouse in Austin ,New,1 bedroom,1.0,1.0,Guesthouse,Austin ,150
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,200
Rental unit in Austin ,New,1 bedroom,1.0,1.5,Rental unit,Austin ,88
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,35
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,100
Rental unit in Austin ,New,2 bedrooms,4.0,2.0,Rental unit,Austin ,106
Home in Austin ,New,5 bedrooms,6.0,3.0,Home,Austin ,412
